"Country";"City";"Car type";"Price"
"France";"Montlucon";"Renault Traffic Passenger";40.44
"France";"Montlucon";"Peugeot 307 Estate/Wagon";40.73
"France";"Montlucon";"Renault Laguna Estate/Wagon";34.04
"France";"Montlucon";"Nissan XTrail";47.95
"France";"Montlucon";"Nissan Pathfinder";45.53
"France";"Montlucon";"Hyundai Santa Fe";42.54
"France";"Montpellier";"Fiat Panda";49.52
"France";"Montpellier";"Peugeot 207 3door";42.67
"France";"Montpellier";"Volkswagen Golf 5door";46.58
"France";"Montpellier";"Renault Clio 5door";37.8
"France";"Montpellier";"Mercedes-Benz A Class";46.15
"France";"Montpellier";"Volkswagen Passat";32.44
"France";"Montpellier";"Mercedes-Benz C Class";37.54
"France";"Montpellier";"Fiat Punto 3door";46.24
"France";"Montpellier";"Renault Megane Convertible";30.18
"France";"Montpellier";"Peugeot 307 Convertible";32.28
"France";"Montpellier";"Renault Modus";42.01
"France";"Montpellier";"Renault Kangoo";41.24
"France";"Montpellier";"Renault Scenic";38.9
"France";"Montpellier";"Volkswagen Touran";48.13
"France";"Montpellier";"Renault Espace";39.03
"France";"Montpellier";"Renault Traffic Passenger";45.01
"France";"Montpellier";"Peugeot 307 Estate/Wagon";37.67
"France";"Montpellier";"Renault Laguna Estate/Wagon";37.93
"France";"Montpellier";"Nissan XTrail";42.39
"France";"Montpellier";"Nissan Pathfinder";43.21
"France";"Montpellier";"Hyundai Santa Fe";38.44
"France";"Montpellier";"Peugeot 407 5door";48.9
"France";"Montpellier";"Mercedes-Benz E Class";31.44
"France";"Montpellier";"BMW 3Series";44.92
"France";"Montpellier";"BMW 1Series";42.55
"France";"Montpellier";"Ford Fiesta 3door";41.42
"France";"Montpellier";"Volkswagen Polo 5door";41.75
"France";"Montpellier";"Renault Laguna";43.27
"France";"Montpellier";"Volkswagen EOS Convertible";41.12
"France";"Montpellier";"Audi A4 Convertible";40.43
"France";"Montpellier";"Mercedes-Benz SLK Class";33.5
"France";"Montpellier";"BMW 3Series Convertible";42.65
"France";"Montpellier";"Mercedes-Benz Vito";36.14
"France";"Montpellier";"BMW 3Series Estate/Wagon";44.76
"France";"Montpellier";"Volkswagen Passat Estate/Wagon";45.98
"France";"Montpellier";"Peugeot 407 Estate/Wagon";47.87
"France";"Montpellier";"Audi A6 Estate/Wagon";35.22
"France";"Montpellier";"Audi TT Coupe";35.16
"France";"Montpellier";"Audi A6 Quattro Estate/Wagon";36.03
"France";"Montpellier";"BMW X3";41.13
"France";"Montpellier";"Peugeot 307 5door";43.44
"France";"Montpellier";"Ford Fusion";31.51
"France";"Montpellier";"Ford Mondeo";48.89
"France";"Montpellier";"Ford Transit";42.25
"France";"Montpellier";"Jeep Cherokee";45.05
"France";"Montpellier";"Citroen C5";39.97
"France";"Montpellier";"Citroen C4 3door";39.19
"France";"Montpellier";"Citroen C3";37.81
"France";"Montpellier";"Citroen C1 3door";38.48
"France";"Montpellier";"Citroen C6";40.59
"France";"Montpellier";"Volvo C70 Convertible";30.66
"France";"Montpellier";"Citroen C3 Pluriel Convertible";34.95
"France";"Montpellier";"Citroen Picasso";37.58
"France";"Montpellier";"Citroen Jumper";36.14
"France";"Montpellier";"Citroen C8";32.22
"France";"Montpellier";"Volvo V70";45.3
"France";"Montpellier";"Ford Focus Estate/Wagon";42.24
"France";"Montpellier";"Citroen C5 Estate/Wagon";32.6
"France";"Montpellier";"Hyundai Tucson";38.94
"France";"Montpellier";"Toyota Yaris 3door";34.73
"France";"Montpellier";"Renault Megane 5door";31.62
"France";"Montpellier";"Renault Vel Satis";32.06
"France";"Montpellier";"Opel Zafira";35.77
"France";"Montpellier";"Peugeot 807";44.62
"France";"Montreuil ";"Fiat Panda";43
"France";"Montreuil ";"Peugeot 207 3door";48.68
"France";"Montreuil ";"Volkswagen Golf 5door";32.29
"France";"Montreuil ";"Renault Clio 5door";40.04
"France";"Montreuil ";"Mercedes-Benz A Class";49.43
"France";"Montreuil ";"Volkswagen Passat";48.2
"France";"Montreuil ";"Mercedes-Benz C Class";46.58
"France";"Montreuil ";"Fiat Punto 3door";30.85
"France";"Montreuil ";"Renault Megane Convertible";39.28
"France";"Montreuil ";"Peugeot 307 Convertible";41.8
"France";"Montreuil ";"Renault Modus";46.23
"France";"Montreuil ";"Renault Kangoo";40.93
"France";"Montreuil ";"Renault Scenic";30.86
"France";"Montreuil ";"Volkswagen Touran";34.73
"France";"Montreuil ";"Renault Espace";44.82
"France";"Montreuil ";"Renault Traffic Passenger";31.42
"France";"Montreuil ";"Peugeot 307 Estate/Wagon";45.2
"France";"Montreuil ";"Renault Laguna Estate/Wagon";40.6
"France";"Montreuil ";"Nissan XTrail";41.76
"France";"Montreuil ";"Nissan Pathfinder";33.57
"France";"Montreuil ";"Hyundai Santa Fe";30.03
"France";"Montrouge";"Peugeot 407 5door";41.63
"France";"Montrouge";"Mercedes-Benz E Class";43.82
"France";"Montrouge";"BMW 3Series";36.73
"France";"Montrouge";"Volkswagen Passat";38.37
"France";"Montrouge";"BMW 1Series";45.76
"France";"Montrouge";"Volkswagen Golf 5door";36.35
"France";"Montrouge";"Ford Fiesta 3door";47.17
"France";"Montrouge";"Volkswagen Polo 5door";34.42
"France";"Montrouge";"Renault Laguna";41.19
"France";"Montrouge";"Volkswagen EOS Convertible";42.35
"France";"Montrouge";"Audi A4 Convertible";43.37
"France";"Montrouge";"Mercedes-Benz SLK Class";30.31
"France";"Montrouge";"BMW 3Series Convertible";38.76
"France";"Montrouge";"Renault Espace";37.49
"France";"Montrouge";"Mercedes-Benz Vito";43.39
"France";"Montrouge";"Volkswagen Touran";46.54
"France";"Montrouge";"BMW 3Series Estate/Wagon";43.17
"France";"Montrouge";"Volkswagen Passat Estate/Wagon";39.35
"France";"Montrouge";"Peugeot 407 Estate/Wagon";49.87
"France";"Montrouge";"Peugeot 307 Estate/Wagon";39.32
"France";"Montrouge";"Audi A6 Estate/Wagon";43.25
"France";"Montrouge";"Audi TT Coupe";38.69
"France";"Montrouge";"Audi A6 Quattro Estate/Wagon";48.4
"France";"Montrouge";"BMW X3";48.05
"France";"Montrouge";"Mercedes-Benz C Class";42.32
"France";"Montrouge";"Peugeot 307 5door";31.25
"France";"Montrouge";"Ford Fusion";44.84
"France";"Montrouge";"Ford Mondeo";45.84
"France";"Montrouge";"Ford Transit";38.87
"France";"Montrouge";"Renault Scenic";37.97
"France";"Montrouge";"Jeep Cherokee";37.21
"France";"Montrouge";"Citroen C5";46.42
"France";"Montrouge";"Citroen C4 3door";38.5
"France";"Montrouge";"Citroen C3";31.72
"France";"Montrouge";"Citroen C1 3door";47.73
"France";"Montrouge";"Citroen C6";30.38
"France";"Montrouge";"Volvo C70 Convertible";47.58
"France";"Montrouge";"Citroen C3 Pluriel Convertible";38.92
"France";"Montrouge";"Citroen Picasso";30.71
"France";"Montrouge";"Citroen Jumper";44.06
"France";"Montrouge";"Citroen C8";49.24
"France";"Montrouge";"Volvo V70";33.88
"France";"Montrouge";"Ford Focus Estate/Wagon";41.97
"France";"Montrouge";"Citroen C5 Estate/Wagon";33.94
"France";"Montrouge";"Hyundai Santa Fe";32.47
"France";"Montrouge";"Hyundai Tucson";34.19
"France";"Montrouge";"Toyota Yaris 3door";45.12
"France";"Montrouge";"Renault Clio 5door";49.99
"France";"Montrouge";"Renault Megane 5door";34.78
"France";"Montrouge";"Renault Vel Satis";35.15
"France";"Montrouge";"Opel Zafira";40.75
"France";"Montrouge";"Peugeot 807";40.82
"France";"Morangis";"Mercedes-Benz E Class";49.13
"France";"Morangis";"Toyota Yaris 3door";31.51
"France";"Morangis";"Renault Clio 5door";33.85
"France";"Morangis";"Renault Megane 5door";33.91
"France";"Morangis";"Renault Laguna";35.73
"France";"Morangis";"Renault Vel Satis";44.47
"France";"Morangis";"Mercedes-Benz C Class";45.17
"France";"Morangis";"Opel Zafira";44.06
"France";"Morangis";"Peugeot 807";49.43
"France";"Morangis";"Renault Scenic";42.21
"France";"Morlaix";"Mercedes-Benz E Class";42.1
"France";"Morlaix";"Toyota Yaris 3door";42.95
"France";"Morlaix";"Renault Clio 5door";43.08
"France";"Morlaix";"Renault Megane 5door";32.04
"France";"Morlaix";"Renault Laguna";34.92
"France";"Morlaix";"Renault Vel Satis";33.33
"France";"Morlaix";"Mercedes-Benz C Class";37.86
"France";"Morlaix";"Opel Zafira";32.22
"France";"Morlaix";"Peugeot 807";33.67
"France";"Morlaix";"Renault Scenic";40.66
"France";"Morlaix";"Fiat Panda";40.8
"France";"Morlaix";"Peugeot 207 3door";41.66
"France";"Morlaix";"Volkswagen Golf 5door";31.58
"France";"Morlaix";"Mercedes-Benz A Class";45.34
"France";"Morlaix";"Volkswagen Passat";40.4
"France";"Morlaix";"Fiat Punto 3door";35.61
"France";"Morlaix";"Renault Megane Convertible";30.52
"France";"Morlaix";"Peugeot 307 Convertible";48.82
"France";"Morlaix";"Renault Modus";40.92
"France";"Morlaix";"Renault Kangoo";45.43
"France";"Morlaix";"Volkswagen Touran";34.21
"France";"Morlaix";"Renault Espace";36.64
"France";"Morlaix";"Renault Traffic Passenger";45.8
"France";"Morlaix";"Peugeot 307 Estate/Wagon";30.58
"France";"Morlaix";"Renault Laguna Estate/Wagon";44.67
"France";"Morlaix";"Nissan XTrail";31.44
"France";"Morlaix";"Nissan Pathfinder";31.11
"France";"Morlaix";"Hyundai Santa Fe";41.04
"France";"Morteau";"Fiat Panda";47.64
"France";"Morteau";"Peugeot 207 3door";39.15
"France";"Morteau";"Volkswagen Golf 5door";39.41
"France";"Morteau";"Renault Clio 5door";38.02
"France";"Morteau";"Mercedes-Benz A Class";42.64
"France";"Morteau";"Volkswagen Passat";41.49
"France";"Morteau";"Mercedes-Benz C Class";34.77
"France";"Morteau";"Fiat Punto 3door";31.53
"France";"Morteau";"Renault Megane Convertible";43.11
"France";"Morteau";"Peugeot 307 Convertible";37.91
"France";"Morteau";"Renault Modus";49.55
"France";"Morteau";"Renault Kangoo";42.45
"France";"Morteau";"Renault Scenic";42.46
"France";"Morteau";"Volkswagen Touran";30
"France";"Morteau";"Renault Espace";43.57
"France";"Morteau";"Renault Traffic Passenger";47.58
"France";"Morteau";"Peugeot 307 Estate/Wagon";31.51
"France";"Morteau";"Renault Laguna Estate/Wagon";31.59
"France";"Morteau";"Nissan XTrail";46.28
"France";"Morteau";"Nissan Pathfinder";35.6
"France";"Morteau";"Hyundai Santa Fe";43.07
"France";"Moulins";"Mercedes-Benz E Class";37.7
"France";"Moulins";"Toyota Yaris 3door";42.55
"France";"Moulins";"Renault Clio 5door";32.22
"France";"Moulins";"Renault Megane 5door";49.1
"France";"Moulins";"Renault Laguna";35.3
"France";"Moulins";"Renault Vel Satis";32.76
"France";"Moulins";"Mercedes-Benz C Class";42.42
"France";"Moulins";"Opel Zafira";46.3
"France";"Moulins";"Peugeot 807";49.2
"France";"Moulins";"Renault Scenic";47.73
"France";"Moulins";"Fiat Panda";48.18
"France";"Moulins";"Peugeot 207 3door";35.63
"France";"Moulins";"Volkswagen Golf 5door";46.01
"France";"Moulins";"Mercedes-Benz A Class";49.13
"France";"Moulins";"Volkswagen Passat";49.57
"France";"Moulins";"Fiat Punto 3door";31.32
"France";"Moulins";"Renault Megane Convertible";49.55
"France";"Moulins";"Peugeot 307 Convertible";36.12
"France";"Moulins";"Renault Modus";47.55
"France";"Moulins";"Renault Kangoo";45.17
"France";"Moulins";"Volkswagen Touran";30.43
"France";"Moulins";"Renault Espace";48.7
"France";"Moulins";"Renault Traffic Passenger";36.42
"France";"Moulins";"Peugeot 307 Estate/Wagon";41.59
"France";"Moulins";"Renault Laguna Estate/Wagon";43.47
"France";"Moulins";"Nissan XTrail";48.37
"France";"Moulins";"Nissan Pathfinder";44.15
"France";"Moulins";"Hyundai Santa Fe";49.19
"France";"Moutiers";"Mercedes-Benz E Class";35.44
"France";"Moutiers";"Toyota Yaris 3door";46.92
"France";"Moutiers";"Renault Clio 5door";48.65
"France";"Moutiers";"Renault Megane 5door";44.3
"France";"Moutiers";"Renault Laguna";36.95
"France";"Moutiers";"Renault Vel Satis";43.78
"France";"Moutiers";"Mercedes-Benz C Class";48.22
"France";"Moutiers";"Opel Zafira";32.33
"France";"Moutiers";"Peugeot 807";40.92
"France";"Moutiers";"Renault Scenic";42.64
"France";"Moutiers";"Fiat Panda";34.15
"France";"Moutiers";"Peugeot 207 3door";42.35
"France";"Moutiers";"Volkswagen Golf 5door";41.38
"France";"Moutiers";"Mercedes-Benz A Class";47.96
"France";"Moutiers";"Volkswagen Passat";43.72
"France";"Moutiers";"Fiat Punto 3door";40.63
"France";"Moutiers";"Renault Megane Convertible";35.18
"France";"Moutiers";"Peugeot 307 Convertible";31.94
"France";"Moutiers";"Renault Modus";41.64
"France";"Moutiers";"Renault Kangoo";38.78
"France";"Moutiers";"Volkswagen Touran";40.21
"France";"Moutiers";"Renault Espace";32.79
"France";"Moutiers";"Renault Traffic Passenger";48.1
"France";"Moutiers";"Peugeot 307 Estate/Wagon";42.12
"France";"Moutiers";"Renault Laguna Estate/Wagon";32.84
"France";"Moutiers";"Nissan XTrail";34.48
"France";"Moutiers";"Nissan Pathfinder";41.6
"France";"Moutiers";"Hyundai Santa Fe";33.74
"France";"Mulhouse";"Mercedes-Benz E Class";38.08
"France";"Mulhouse";"Toyota Yaris 3door";49.15
"France";"Mulhouse";"Renault Clio 5door";34.53
"France";"Mulhouse";"Renault Megane 5door";40.16
"France";"Mulhouse";"Renault Laguna";35.23
"France";"Mulhouse";"Renault Vel Satis";32.3
"France";"Mulhouse";"Mercedes-Benz C Class";49.85
"France";"Mulhouse";"Opel Zafira";33.93
"France";"Mulhouse";"Peugeot 807";32.46
"France";"Mulhouse";"Renault Scenic";31.84
"France";"Mulhouse";"Fiat Panda";36.72
"France";"Mulhouse";"Peugeot 207 3door";39.04
"France";"Mulhouse";"Volkswagen Golf 5door";33.25
"France";"Mulhouse";"Mercedes-Benz A Class";41.18
"France";"Mulhouse";"Volkswagen Passat";33.53
"France";"Mulhouse";"Fiat Punto 3door";34.55
"France";"Mulhouse";"Renault Megane Convertible";47.83
"France";"Mulhouse";"Peugeot 307 Convertible";37.31
"France";"Mulhouse";"Renault Modus";36.14
"France";"Mulhouse";"Renault Kangoo";42.24
"France";"Mulhouse";"Volkswagen Touran";32.81
"France";"Mulhouse";"Renault Espace";34.42
"France";"Mulhouse";"Renault Traffic Passenger";39.64
"France";"Mulhouse";"Peugeot 307 Estate/Wagon";33.78
"France";"Mulhouse";"Renault Laguna Estate/Wagon";32.21
"France";"Mulhouse";"Nissan XTrail";33.59
"France";"Mulhouse";"Nissan Pathfinder";31.79
"France";"Mulhouse";"Hyundai Santa Fe";43.12
"France";"Mulhouse";"Citroen C5";42.69
"France";"Mulhouse";"Citroen C4 3door";39.23
"France";"Mulhouse";"Citroen C3";46.04
"France";"Mulhouse";"Citroen C1 3door";39.7
"France";"Mulhouse";"Citroen C6";36.47
"France";"Mulhouse";"Volvo C70 Convertible";42.99
"France";"Mulhouse";"Citroen C3 Pluriel Convertible";32.5
"France";"Mulhouse";"Citroen Picasso";48.1
"France";"Mulhouse";"Citroen Jumper";44.91
"France";"Mulhouse";"Citroen C8";45.53
"France";"Mulhouse";"Volvo V70";34.92
"France";"Mulhouse";"Ford Focus Estate/Wagon";49.77
"France";"Mulhouse";"Citroen C5 Estate/Wagon";35.81
"France";"Mulhouse";"Hyundai Tucson";37.1
"France";"Nancy";"Mercedes-Benz E Class";31.66
"France";"Nancy";"Toyota Yaris 3door";32.4
"France";"Nancy";"Renault Clio 5door";47.67
"France";"Nancy";"Renault Megane 5door";47.25
"France";"Nancy";"Renault Laguna";48.96
"France";"Nancy";"Renault Vel Satis";42.74
"France";"Nancy";"Mercedes-Benz C Class";33.98
"France";"Nancy";"Opel Zafira";44.43
"France";"Nancy";"Peugeot 807";44.51
"France";"Nancy";"Renault Scenic";48.22
"France";"Nancy";"Peugeot 407 5door";40.7
"France";"Nancy";"BMW 3Series";36.19
"France";"Nancy";"Volkswagen Passat";49.64
"France";"Nancy";"BMW 1Series";43.19
"France";"Nancy";"Volkswagen Golf 5door";49.94
"France";"Nancy";"Ford Fiesta 3door";30.42
"France";"Nancy";"Volkswagen Polo 5door";47.88
"France";"Nancy";"Volkswagen EOS Convertible";45.43
"France";"Nancy";"Audi A4 Convertible";33.17
"France";"Nancy";"Mercedes-Benz SLK Class";48.38
"France";"Nancy";"BMW 3Series Convertible";38.43
"France";"Nancy";"Renault Espace";38.37
"France";"Nancy";"Mercedes-Benz Vito";46.92
"France";"Nancy";"Volkswagen Touran";30.08
"France";"Nancy";"BMW 3Series Estate/Wagon";42.46
"France";"Nancy";"Volkswagen Passat Estate/Wagon";44.82
"France";"Nancy";"Peugeot 407 Estate/Wagon";34.09
"France";"Nancy";"Peugeot 307 Estate/Wagon";42.8
"France";"Nancy";"Audi A6 Estate/Wagon";40.24
"France";"Nancy";"Audi TT Coupe";47.75
"France";"Nancy";"Audi A6 Quattro Estate/Wagon";44.15
"France";"Nancy";"BMW X3";33.03
"France";"Nancy";"Peugeot 307 5door";37.6
"France";"Nancy";"Ford Fusion";43.76
"France";"Nancy";"Ford Mondeo";35.17
"France";"Nancy";"Ford Transit";32.84
"France";"Nancy";"Jeep Cherokee";49.42
"France";"Nancy";"Citroen C5";44.9
"France";"Nancy";"Citroen C4 3door";30.94
"France";"Nancy";"Citroen C3";41.08
"France";"Nancy";"Citroen C1 3door";38.55
"France";"Nancy";"Citroen C6";34.41
"France";"Nancy";"Volvo C70 Convertible";36.23
"France";"Nancy";"Citroen C3 Pluriel Convertible";30.04
"France";"Nancy";"Citroen Picasso";38.27
"France";"Nancy";"Citroen Jumper";32.01
"France";"Nancy";"Citroen C8";43.35
"France";"Nancy";"Volvo V70";38.34
"France";"Nancy";"Ford Focus Estate/Wagon";36.21
"France";"Nancy";"Citroen C5 Estate/Wagon";34.44
"France";"Nancy";"Hyundai Santa Fe";33.1
"France";"Nancy";"Hyundai Tucson";40.46
"France";"Nancy";"Fiat Panda";48.12
"France";"Nancy";"Peugeot 207 3door";46.79
"France";"Nancy";"Mercedes-Benz A Class";43.31
"France";"Nancy";"Fiat Punto 3door";33.76
"France";"Nancy";"Renault Megane Convertible";39.42
"France";"Nancy";"Peugeot 307 Convertible";30.23
"France";"Nancy";"Renault Modus";47.99
"France";"Nancy";"Renault Kangoo";33.46
"France";"Nancy";"Renault Traffic Passenger";42.77
"France";"Nancy";"Renault Laguna Estate/Wagon";41.94
"France";"Nancy";"Nissan XTrail";40.29
"France";"Nancy";"Nissan Pathfinder";36.23
"France";"Nancy";"Opel Corsa 3door";49.72
"France";"Nancy";"Renault Clio 3door";32.56
"France";"Nanterre";"Fiat Panda";42.38
"France";"Nanterre";"Peugeot 207 3door";43.1
"France";"Nanterre";"Volkswagen Golf 5door";44.56
"France";"Nanterre";"Renault Clio 5door";37.12
"France";"Nanterre";"Mercedes-Benz A Class";35.39
"France";"Nanterre";"Volkswagen Passat";42.16
"France";"Nanterre";"Mercedes-Benz C Class";38.59
"France";"Nanterre";"Fiat Punto 3door";44.82
"France";"Nanterre";"Renault Megane Convertible";32.45
"France";"Nanterre";"Peugeot 307 Convertible";41.89
"France";"Nanterre";"Renault Modus";32.83
"France";"Nanterre";"Renault Kangoo";43.38
"France";"Nanterre";"Renault Scenic";48.07
"France";"Nanterre";"Volkswagen Touran";35.51
"France";"Nanterre";"Renault Espace";47.3
"France";"Nanterre";"Renault Traffic Passenger";43.69
"France";"Nanterre";"Peugeot 307 Estate/Wagon";46.92
"France";"Nanterre";"Renault Laguna Estate/Wagon";47.19
"France";"Nanterre";"Nissan XTrail";45.03
"France";"Nanterre";"Nissan Pathfinder";40.12
"France";"Nanterre";"Hyundai Santa Fe";45.16
"France";"Nanterre";"Citroen C5";40.48
"France";"Nanterre";"Citroen C4 3door";49.04
"France";"Nanterre";"Citroen C3";32.41
"France";"Nanterre";"Citroen C1 3door";47.45
"France";"Nanterre";"Citroen C6";39.98
"France";"Nanterre";"Volvo C70 Convertible";40.11
"France";"Nanterre";"Citroen C3 Pluriel Convertible";44.55
"France";"Nanterre";"Citroen Picasso";32.64
"France";"Nanterre";"Citroen Jumper";46.45
"France";"Nanterre";"Citroen C8";33.8
"France";"Nanterre";"Volvo V70";46.41
"France";"Nanterre";"Ford Focus Estate/Wagon";31.56
"France";"Nanterre";"Citroen C5 Estate/Wagon";36.24
"France";"Nanterre";"Hyundai Tucson";44.63
"France";"Nanterre";"Mercedes-Benz E Class";33.63
"France";"Nanterre";"Toyota Yaris 3door";49.68
"France";"Nanterre";"Renault Megane 5door";45.66
"France";"Nanterre";"Renault Laguna";35.6
"France";"Nanterre";"Renault Vel Satis";31.54
"France";"Nanterre";"Opel Zafira";38.01
"France";"Nanterre";"Peugeot 807";30.73
"France";"Nantes";"Mercedes-Benz E Class";41.25
"France";"Nantes";"Toyota Yaris 3door";38.56
"France";"Nantes";"Renault Clio 5door";45.32
"France";"Nantes";"Renault Megane 5door";43.24
"France";"Nantes";"Renault Laguna";42.25
"France";"Nantes";"Renault Vel Satis";34.81
"France";"Nantes";"Mercedes-Benz C Class";34.67
"France";"Nantes";"Opel Zafira";33.35
"France";"Nantes";"Peugeot 807";39.74
"France";"Nantes";"Renault Scenic";31.65
"France";"Nantes";"Fiat Panda";37.61
"France";"Nantes";"Peugeot 207 3door";39.8
"France";"Nantes";"Volkswagen Golf 5door";47.59
"France";"Nantes";"Mercedes-Benz A Class";47.52
"France";"Nantes";"Volkswagen Passat";48.94
"France";"Nantes";"Fiat Punto 3door";37.95
"France";"Nantes";"Renault Megane Convertible";30.48
"France";"Nantes";"Peugeot 307 Convertible";45.89
"France";"Nantes";"Renault Modus";35.26
"France";"Nantes";"Renault Kangoo";46.53
"France";"Nantes";"Volkswagen Touran";46.31
"France";"Nantes";"Renault Espace";41
"France";"Nantes";"Renault Traffic Passenger";40.58
"France";"Nantes";"Peugeot 307 Estate/Wagon";43.66
"France";"Nantes";"Renault Laguna Estate/Wagon";40.53
"France";"Nantes";"Nissan XTrail";46.79
"France";"Nantes";"Nissan Pathfinder";41.74
"France";"Nantes";"Hyundai Santa Fe";32.72
"France";"Nantes";"Citroen C5";31.17
"France";"Nantes";"Citroen C4 3door";34.84
"France";"Nantes";"Citroen C3";37.2
"France";"Nantes";"Citroen C1 3door";48.75
"France";"Nantes";"Citroen C6";32.06
"France";"Nantes";"Volvo C70 Convertible";36.91
"France";"Nantes";"Citroen C3 Pluriel Convertible";41.97
"France";"Nantes";"Citroen Picasso";45.92
"France";"Nantes";"Citroen Jumper";32.81
"France";"Nantes";"Citroen C8";37.57
"France";"Nantes";"Volvo V70";32.07
"France";"Nantes";"Ford Focus Estate/Wagon";36.89
"France";"Nantes";"Citroen C5 Estate/Wagon";43.46
"France";"Nantes";"Hyundai Tucson";32.79
"France";"Nantes";"Peugeot 407 5door";31.43
"France";"Nantes";"BMW 3Series";44.43
"France";"Nantes";"BMW 1Series";41.97
"France";"Nantes";"Ford Fiesta 3door";39.85
"France";"Nantes";"Volkswagen Polo 5door";44.55
"France";"Nantes";"Volkswagen EOS Convertible";36.07
"France";"Nantes";"Audi A4 Convertible";32.76
"France";"Nantes";"Mercedes-Benz SLK Class";34.39
"France";"Nantes";"BMW 3Series Convertible";47.82
"France";"Nantes";"Mercedes-Benz Vito";42.45
"France";"Nantes";"BMW 3Series Estate/Wagon";34.27
"France";"Nantes";"Volkswagen Passat Estate/Wagon";40.16
"France";"Nantes";"Peugeot 407 Estate/Wagon";42.94
"France";"Nantes";"Audi A6 Estate/Wagon";49.85
"France";"Nantes";"Audi TT Coupe";43.76
"France";"Nantes";"Audi A6 Quattro Estate/Wagon";47.05
"France";"Nantes";"BMW X3";45.17
"France";"Nantes";"Peugeot 307 5door";47.63
"France";"Nantes";"Ford Fusion";37.5
"France";"Nantes";"Ford Mondeo";43.07
"France";"Nantes";"Ford Transit";49.92
"France";"Nantes";"Jeep Cherokee";41.2
"France";"Narbonne";"Citroen C5";34.42
"France";"Narbonne";"Mercedes-Benz C Class";35.95
"France";"Narbonne";"Citroen C4 3door";30.51
"France";"Narbonne";"Citroen C3";31.11
"France";"Narbonne";"Citroen C1 3door";41.36
"France";"Narbonne";"Citroen C6";49.88
"France";"Narbonne";"Volvo C70 Convertible";30.42
"France";"Narbonne";"Citroen C3 Pluriel Convertible";48.88
"France";"Narbonne";"Citroen Picasso";47.99
"France";"Narbonne";"Citroen Jumper";33.07
"France";"Narbonne";"Citroen C8";43.02
"France";"Narbonne";"Volvo V70";30.19
"France";"Narbonne";"Ford Focus Estate/Wagon";49.71
"France";"Narbonne";"Citroen C5 Estate/Wagon";41.84
"France";"Narbonne";"Hyundai Santa Fe";42
"France";"Narbonne";"Hyundai Tucson";36.2
"France";"Narbonne";"Mercedes-Benz E Class";46.42
"France";"Narbonne";"Toyota Yaris 3door";36.63
"France";"Narbonne";"Renault Clio 5door";35.61
"France";"Narbonne";"Renault Megane 5door";43.33
"France";"Narbonne";"Renault Laguna";35.39
"France";"Narbonne";"Renault Vel Satis";35.86
"France";"Narbonne";"Opel Zafira";47.76
"France";"Narbonne";"Peugeot 807";32.42
"France";"Narbonne";"Renault Scenic";46.46
"France";"Narbonne";"Fiat Panda";43.02
"France";"Narbonne";"Peugeot 207 3door";39.16
"France";"Narbonne";"Volkswagen Golf 5door";37.74
"France";"Narbonne";"Mercedes-Benz A Class";37.43
"France";"Narbonne";"Volkswagen Passat";32.71
"France";"Narbonne";"Fiat Punto 3door";31.7
"France";"Narbonne";"Renault Megane Convertible";46.5
"France";"Narbonne";"Peugeot 307 Convertible";38.13
"France";"Narbonne";"Renault Modus";31.31
"France";"Narbonne";"Renault Kangoo";49.05
"France";"Narbonne";"Volkswagen Touran";49.49
"France";"Narbonne";"Renault Espace";40.87
"France";"Narbonne";"Renault Traffic Passenger";37.74
"France";"Narbonne";"Peugeot 307 Estate/Wagon";36.66
"France";"Narbonne";"Renault Laguna Estate/Wagon";33.48
"France";"Narbonne";"Nissan XTrail";45.78
"France";"Narbonne";"Nissan Pathfinder";40.17
"France";"Nemours";"Fiat Panda";34.37
"France";"Nemours";"Peugeot 207 3door";36.04
"France";"Nemours";"Volkswagen Golf 5door";38.95
"France";"Nemours";"Renault Clio 5door";34.04
"France";"Nemours";"Mercedes-Benz A Class";44.65
"France";"Nemours";"Volkswagen Passat";33.3
"France";"Nemours";"Mercedes-Benz C Class";31.53
"France";"Nemours";"Fiat Punto 3door";37.29
"France";"Nemours";"Renault Megane Convertible";49.58
"France";"Nemours";"Peugeot 307 Convertible";41.4
"France";"Nemours";"Renault Modus";37.96
"France";"Nemours";"Renault Kangoo";48.18
"France";"Nemours";"Renault Scenic";39.8
"France";"Nemours";"Volkswagen Touran";42.14
"France";"Nemours";"Renault Espace";41.37
"France";"Nemours";"Renault Traffic Passenger";41.43
"France";"Nemours";"Peugeot 307 Estate/Wagon";48.55
"France";"Nemours";"Renault Laguna Estate/Wagon";33.59
"France";"Nemours";"Nissan XTrail";44.44
"France";"Nemours";"Nissan Pathfinder";48.4
"France";"Nemours";"Hyundai Santa Fe";33.7
"France";"Neufchateau";"Peugeot 407 5door";36.17
"France";"Neufchateau";"Citroen C3";33.6
"France";"Neufchateau";"Volkswagen Passat";36.74
"France";"Neufchateau";"Opel Corsa 3door";41.31
"France";"Neufchateau";"Renault Clio 5door";34.83
"France";"Neufchateau";"Opel Zafira";34.97
"France";"Neufchateau";"Renault Clio 3door";35.31
"France";"Neuilly-Sur-Seine";"Mercedes-Benz E Class";33.34
"France";"Neuilly-Sur-Seine";"Toyota Yaris 3door";48.02
"France";"Neuilly-Sur-Seine";"Renault Clio 5door";49.92
